fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY20-21,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,regional,7850,,,,,,,,,,,Malmsbury,Malmsbury,False
FY20-21,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,regional,73950,,,,,,,,,,,Marshall,Marshall,False
FY20-21,20328,Moe Railway Station (Moe),-38.176907,146.260574,regional,69300,,,,,,,,,,,Moe,Moe,False
FY20-21,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,regional,2050,,,,,,,,,,,Mooroopna,Mooroopna,False
FY20-21,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,regional,62750,,,,,,,,,,,Morwell,Morwell,False
FY20-21,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,regional,4300,,,,,,,,,,,Murchison East,Murchison East,False
FY20-21,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,regional,1850,,,,,,,,,,,Nagambie,Nagambie,False
FY20-21,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,regional,5300,,,,,,,,,,,Nar Nar Goon,Nar Nar Goon,False
FY20-21,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,regional,114600,,,,,,,,,,,North Geelong,North Geelong,False
FY20-21,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,regional,43450,,,,,,,,,,,North Shore,North Shore,False
FY20-21,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,regional,1450,,,,,,,,,,,Pyramid,Pyramid Hill,False
FY20-21,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,regional,24450,,,,,,,,,,,Riddells Creek,Riddells Creek,False
FY20-21,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,regional,1500,,,,,,,,,,,Rochester,Rochester,False
FY20-21,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,regional,2350,,,,,,,,,,,Rosedale,Rosedale,False
FY20-21,20341,Sale Railway Station (Sale),-38.103105,147.054802,regional,17850,,,,,,,,,,,Sale,Sale,False
FY20-21,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,regional,58450,,,,,,,,,,,Seymour,Seymour,False
FY20-21,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,regional,25100,,,,,,,,,,,Shepparton,Shepparton,False
FY20-21,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,regional,162000,,,,,,,,,,,South Geelong,South Geelong,False
FY20-21,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,regional,600,,,,,,,,,,,Springhurst,Springhurst,False
FY20-21,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,regional,2500,,,,,,,,,,,Stratford,Stratford,False
FY20-21,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,regional,15800,,,,,,,,,,,Swan Hill,Swan Hill,False
FY20-21,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,regional,2800,,,,,,,,,,,Tallarook,Tallarook,False
FY20-21,20349,Terang Railway Station (Terang),-38.236215,142.911467,regional,3900,,,,,,,,,,,Terang,Terang,False
FY20-21,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,regional,34300,,,,,,,,,,,Trafalgar,Trafalgar,False
FY20-21,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,regional,82950,,,,,,,,,,,Traralgon,Traralgon,False
FY20-21,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,regional,3100,,,,,,,,,,,Tynong,Tynong,False
FY20-21,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,regional,1550,,,,,,,,,,,Violet Town,Violet Town,False
FY20-21,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,regional,54750,,,,,,,,,,,Wallan,Wallan,False
FY20-21,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,regional,12900,,,,,,,,,,,Wandong,Wandong,False
FY20-21,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,regional,18750,,,,,,,,,,,Wangaratta,Wangaratta,False
FY20-21,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,regional,93500,,,,,,,,,,,Warragul,Warragul,False
FY20-21,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,regional,33150,,,,,,,,,,,Warrnambool,Warrnambool,False
FY20-21,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,regional,3050,,,,,,,,,,,Winchelsea,Winchelsea,False
FY20-21,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,regional,14600,,,,,,,,,,,Wodonga,Wodonga,False
FY20-21,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,regional,61100,,,,,,,,,,,Woodend,Woodend,False
FY20-21,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,regional,8200,,,,,,,,,,,Yarragon,Yarragon,False
FY20-21,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,regional,1150,,,,,,,,,,,Sherwood Park,Warrnambool,False
FY20-21,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,regional,43550,,,,,,,,,,,Wendouree,Wendouree,False
FY20-21,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,regional,450,,,,,,,,,,,Creswick,Creswick,False
FY20-21,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,regional,900,,,,,,,,,,,Clunes,Clunes,False
FY20-21,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,regional,3600,,,,,,,,,,,Maryborough,Maryborough,False
FY20-21,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,regional,350,,,,,,,,,,,Talbot,Talbot,False
FY20-21,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,regional,85500,,,,,,,,,,,Waurn Ponds,Waurn Ponds,False
FY20-21,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,regional,2900,,,,,,,,,,,Epsom,Epsom,False
FY20-21,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,regional,358050,,,,,,,,,,,Wyndham Vale,Manor Lakes,False
FY20-21,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,regional,593000,,,,,,,,,,,Tarneit,Tarneit,False
FY20-21,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,regional,46950,,,,,,,,,,,Cobblebank,Cobblebank,False
FY20-21,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,regional,64400,,,,,,,,,,,Caroline Springs,Ravenhall,False
FY20-21,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,regional,2033750,,,,,,,,,,,Southern Cross,Melbourne City,False
FY21-22,19980,Melton Railway Station (Melton South),-37.703362,144.572217,regional,386650,,,,,,,,,,,Melton,Melton South,False
FY21-22,19981,Rockbank Railway Station (Rockbank),-37.729258,144.65063,regional,101150,,,,,,,,,,,Rockbank,Rockbank,False
FY21-22,19982,Deer Park Railway Station (Deer Park),-37.77776,144.772307,regional,269400,,,,,,,,,,,Deer Park,Deer Park,False
FY21-22,20020,Ardeer Railway Station (Ardeer),-37.783063,144.802193,regional,30250,,,,,,,,,,,Ardeer,Ardeer,False
FY21-22,20287,Albury Railway Station (Albury (NSW)),-36.084263,146.924518,regional,13250,,,,,,,,,,,Albury Railway Station (Albury (NSW)),,True
FY21-22,20288,Ararat Railway Station (Ararat),-37.282202,142.936912,regional,21050,,,,,,,,,,,Ararat,Ararat,False
FY21-22,20289,Avenel Railway Station (Avenel),-36.893644,145.229517,regional,650,,,,,,,,,,,Avenel,Avenel,False
FY21-22,20290,Bacchus Marsh Railway Station (Maddingley),-37.687517,144.436857,regional,176800,,,,,,,,,,,Bacchus Marsh,Maddingley,False
FY21-22,20291,Bairnsdale Railway Station (Bairnsdale),-37.828717,147.627615,regional,23100,,,,,,,,,,,Bairnsdale,Bairnsdale,False
FY21-22,20292,Ballan Railway Station (Ballan),-37.6043,144.225443,regional,50100,,,,,,,,,,,Ballan,Ballan,False
FY21-22,20293,Ballarat Railway Station (Ballarat Central),-37.55879,143.859452,regional,259850,,,,,,,,,,,Ballarat,Ballarat Central,False
FY21-22,20294,Beaufort Railway Station (Beaufort),-37.427875,143.382233,regional,5650,,,,,,,,,,,Beaufort,Beaufort,False
FY21-22,20295,Benalla Railway Station (Benalla),-36.544549,145.983914,regional,11750,,,,,,,,,,,Benalla,Benalla,False
FY21-22,20296,Bendigo Railway Station (Bendigo),-36.765673,144.283012,regional,181550,,,,,,,,,,,Bendigo,Bendigo,False
FY21-22,20297,Birregurra Railway Station (Birregurra),-38.328807,143.78362,regional,1250,,,,,,,,,,,Birregurra,Birregurra,False
FY21-22,20298,Broadford Railway Station (Broadford),-37.207202,145.043009,regional,32050,,,,,,,,,,,Broadford,Broadford,False
FY21-22,20299,Bunyip Railway Station (Bunyip),-38.09911,145.720762,regional,9900,,,,,,,,,,,Bunyip,Bunyip,False
FY21-22,20300,Camperdown Railway Station (Camperdown),-38.2289,143.150932,regional,5750,,,,,,,,,,,Camperdown,Camperdown,False
FY21-22,20301,Castlemaine Railway Station (Castlemaine),-37.062836,144.213801,regional,102000,,,,,,,,,,,Castlemaine,Castlemaine,False
FY21-22,20302,Chiltern Railway Station (Chiltern),-36.155634,146.61138,regional,1200,,,,,,,,,,,Chiltern,Chiltern,False
FY21-22,20303,Clarkefield Railway Station (Clarkefield),-37.483497,144.745368,regional,12300,,,,,,,,,,,Clarkefield,Clarkefield,False
FY21-22,20304,Colac Railway Station (Colac),-38.343378,143.586658,regional,12350,,,,,,,,,,,Colac,Colac,False
FY21-22,20305,Corio Railway Station (Corio),-38.072835,144.37977,regional,14800,,,,,,,,,,,Corio,Corio,False
FY21-22,20306,Dingee Railway Station (Dingee),-36.369235,144.23112,regional,100,,,,,,,,,,,Dingee,Dingee,False
FY21-22,20307,Donnybrook Railway Station (Donnybrook),-37.542571,144.96955,regional,41900,,,,,,,,,,,Donnybrook,Donnybrook,False
FY21-22,20308,Drouin Railway Station (Drouin),-38.136453,145.855943,regional,62300,,,,,,,,,,,Drouin,Drouin,False
FY21-22,20309,Eaglehawk Railway Station (Eaglehawk),-36.718528,144.248382,regional,1150,,,,,,,,,,,Eaglehawk,Eaglehawk,False
FY21-22,20310,Echuca Railway Station (Echuca),-36.130985,144.753463,regional,4850,,,,,,,,,,,Echuca,Echuca,False
FY21-22,20311,Elmore Railway Station (Elmore),-36.495017,144.607753,regional,350,,,,,,,,,,,Elmore,Elmore,False
FY21-22,20312,Euroa Railway Station (Euroa),-36.749135,145.568086,regional,3450,,,,,,,,,,,Euroa,Euroa,False
FY21-22,20313,Garfield Railway Station (Garfield),-38.09103,145.67422,regional,11950,,,,,,,,,,,Garfield,Garfield,False
FY21-22,20314,Geelong Railway Station (Geelong),-38.144241,144.354992,regional,402800,,,,,,,,,,,Geelong,Geelong,False
FY21-22,20315,Gisborne Railway Station (New Gisborne),-37.458825,144.598718,regional,64450,,,,,,,,,,,Gisborne,New Gisborne,False
FY21-22,20316,Heathcote Junction Railway Station (Heathcote Junction),-37.371709,145.028202,regional,4700,,,,,,,,,,,Heathcote Junction,Heathcote Junction,False
FY21-22,20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.794838,144.248993,regional,26650,,,,,,,,,,,Kangaroo Flat,Kangaroo Flat,False
FY21-22,20318,Kerang Railway Station (Kerang),-35.733123,143.92443,regional,3350,,,,,,,,,,,Kerang,Kerang,False
FY21-22,20319,Kilmore East Railway Station (Kilmore East),-37.293208,144.983565,regional,29950,,,,,,,,,,,Kilmore East,Kilmore East,False
FY21-22,20320,Kyneton Railway Station (Kyneton),-37.258277,144.450602,regional,60200,,,,,,,,,,,Kyneton,Kyneton,False
FY21-22,20321,Lara Railway Station (Lara),-38.022428,144.414402,regional,166150,,,,,,,,,,,Lara,Lara,False
FY21-22,20323,Little River Railway Station (Little River),-37.962928,144.498485,regional,9350,,,,,,,,,,,Little River,Little River,False
FY21-22,20324,Longwarry Railway Station (Longwarry),-38.110992,145.76686,regional,11250,,,,,,,,,,,Longwarry,Longwarry,False
FY21-22,20325,Macedon Railway Station (Macedon),-37.423577,144.561397,regional,17350,,,,,,,,,,,Macedon,Macedon,False
FY21-22,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,regional,9100,,,,,,,,,,,Malmsbury,Malmsbury,False
FY21-22,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,regional,76200,,,,,,,,,,,Marshall,Marshall,False
FY21-22,20328,Moe Railway Station (Moe),-38.176907,146.260574,regional,66700,,,,,,,,,,,Moe,Moe,False
FY21-22,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,regional,2400,,,,,,,,,,,Mooroopna,Mooroopna,False
FY21-22,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,regional,59650,,,,,,,,,,,Morwell,Morwell,False
FY21-22,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,regional,4300,,,,,,,,,,,Murchison East,Murchison East,False
FY21-22,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,regional,2400,,,,,,,,,,,Nagambie,Nagambie,False
FY21-22,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,regional,4550,,,,,,,,,,,Nar Nar Goon,Nar Nar Goon,False
FY21-22,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,regional,132350,,,,,,,,,,,North Geelong,North Geelong,False
FY21-22,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,regional,49000,,,,,,,,,,,North Shore,North Shore,False
FY21-22,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,regional,1300,,,,,,,,,,,Pyramid,Pyramid Hill,False
FY21-22,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,regional,30200,,,,,,,,,,,Riddells Creek,Riddells Creek,False
FY21-22,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,regional,1250,,,,,,,,,,,Rochester,Rochester,False
FY21-22,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,regional,1700,,,,,,,,,,,Rosedale,Rosedale,False
FY21-22,20341,Sale Railway Station (Sale),-38.103105,147.054802,regional,14200,,,,,,,,,,,Sale,Sale,False
FY21-22,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,regional,69950,,,,,,,,,,,Seymour,Seymour,False
FY21-22,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,regional,30100,,,,,,,,,,,Shepparton,Shepparton,False
FY21-22,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,regional,181950,,,,,,,,,,,South Geelong,South Geelong,False
FY21-22,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,regional,650,,,,,,,,,,,Springhurst,Springhurst,False
FY21-22,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,regional,2150,,,,,,,,,,,Stratford,Stratford,False
FY21-22,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,regional,14250,,,,,,,,,,,Swan Hill,Swan Hill,False
FY21-22,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,regional,3150,,,,,,,,,,,Tallarook,Tallarook,False
FY21-22,20349,Terang Railway Station (Terang),-38.236215,142.911467,regional,3550,,,,,,,,,,,Terang,Terang,False
FY21-22,20350,Trafalgar Railway Station (Trafalgar),-38.207239,146.15477,regional,32200,,,,,,,,,,,Trafalgar,Trafalgar,False
FY21-22,20351,Traralgon Railway Station (Traralgon),-38.198889,146.537884,regional,83200,,,,,,,,,,,Traralgon,Traralgon,False
FY21-22,20352,Tynong Railway Station (Tynong),-38.084994,145.628231,regional,4200,,,,,,,,,,,Tynong,Tynong,False
FY21-22,20353,Violet Town Railway Station (Violet Town),-36.638817,145.715926,regional,1550,,,,,,,,,,,Violet Town,Violet Town,False
FY21-22,20354,Wallan Railway Station (Wallan),-37.416534,145.005354,regional,63350,,,,,,,,,,,Wallan,Wallan,False
FY21-22,20355,Wandong Railway Station (Wandong),-37.354676,145.026414,regional,14650,,,,,,,,,,,Wandong,Wandong,False
FY21-22,20356,Wangaratta Railway Station (Wangaratta),-36.355102,146.317041,regional,19350,,,,,,,,,,,Wangaratta,Wangaratta,False
FY21-22,20357,Warragul Railway Station (Warragul),-38.165227,145.932675,regional,94950,,,,,,,,,,,Warragul,Warragul,False
FY21-22,20358,Warrnambool Railway Station (Warrnambool),-38.385015,142.475547,regional,32600,,,,,,,,,,,Warrnambool,Warrnambool,False
FY21-22,20359,Winchelsea Railway Station (Winchelsea),-38.240133,143.984137,regional,2250,,,,,,,,,,,Winchelsea,Winchelsea,False
FY21-22,20360,Wodonga Railway Station (Wodonga),-36.105829,146.871267,regional,14650,,,,,,,,,,,Wodonga,Wodonga,False
FY21-22,20361,Woodend Railway Station (Woodend),-37.358803,144.525893,regional,66550,,,,,,,,,,,Woodend,Woodend,False
FY21-22,20362,Yarragon Railway Station (Yarragon),-38.203155,146.063065,regional,9050,,,,,,,,,,,Yarragon,Yarragon,False
FY21-22,22257,Sherwood Park Railway Station (Warrnambool),-38.386396,142.538873,regional,1050,,,,,,,,,,,Sherwood Park,Warrnambool,False
FY21-22,43469,Wendouree Railway Station (Wendouree),-37.539713,143.820062,regional,65700,,,,,,,,,,,Wendouree,Wendouree,False
FY21-22,44951,Creswick Railway Station (Creswick),-37.424605,143.888122,regional,650,,,,,,,,,,,Creswick,Creswick,False
FY21-22,44952,Clunes Railway Station (Clunes),-37.303143,143.781574,regional,950,,,,,,,,,,,Clunes,Clunes,False
FY21-22,44953,Maryborough Railway Station (Maryborough),-37.050912,143.742399,regional,4900,,,,,,,,,,,Maryborough,Maryborough,False
FY21-22,47482,Talbot Railway Station (Talbot),-37.172902,143.705635,regional,400,,,,,,,,,,,Talbot,Talbot,False
FY21-22,47641,Waurn Ponds Railway Station (Waurn Ponds),-38.21581,144.30682,regional,96350,,,,,,,,,,,Waurn Ponds,Waurn Ponds,False
FY21-22,47642,Epsom Railway Station (Epsom),-36.706343,144.321036,regional,2450,,,,,,,,,,,Epsom,Epsom,False
FY21-22,47647,Wyndham Vale Railway Station (Manor Lakes),-37.872884,144.608734,regional,423550,,,,,,,,,,,Wyndham Vale,Manor Lakes,False
FY21-22,47648,Tarneit Railway Station (Tarneit),-37.832169,144.694716,regional,663650,,,,,,,,,,,Tarneit,Tarneit,False
FY21-22,48804,Cobblebank Railway Station (Cobblebank),-37.712542,144.604103,regional,92550,,,,,,,,,,,Cobblebank,Cobblebank,False
FY21-22,51809,Goornong Railway Station (Goornong),-36.615181,144.503478,regional,200,,,,,,,,,,,Goornong,Goornong,False
FY21-22,52011,Caroline Springs Railway Station (Ravenhall),-37.766144,144.735748,regional,100000,,,,,,,,,,,Caroline Springs,Ravenhall,False
FY21-22,64408,Southern Cross Railway Station (Melbourne City),-37.818245,144.951691,regional,2684700,,,,,,,,,,,Southern Cross,Melbourne City,False
FY22-23,19980,Melton Railway Station (Melton South),-37.703362,144.572217,regional,560150,,,,,,,,,,,Melton,Melton South,False
FY22-23,19981,Rockbank Railway Station (Rockbank),-37.729258,144.65063,regional,212850,,,,,,,,,,,Rockbank,Rockbank,False
FY22-23,19982,Deer Park Railway Station (Deer Park),-37.77776,144.772307,regional,326000,,,,,,,,,,,Deer Park,Deer Park,False
FY22-23,20020,Ardeer Railway Station (Ardeer),-37.783063,144.802193,regional,53950,,,,,,,,,,,Ardeer,Ardeer,False
FY22-23,20287,Albury Railway Station (Albury (NSW)),-36.084263,146.924518,regional,32100,,,,,,,,,,,Albury Railway Station (Albury (NSW)),,True
FY22-23,20288,Ararat Railway Station (Ararat),-37.282202,142.936912,regional,28950,,,,,,,,,,,Ararat,Ararat,False
FY22-23,20289,Avenel Railway Station (Avenel),-36.893644,145.229517,regional,1100,,,,,,,,,,,Avenel,Avenel,False
FY22-23,20290,Bacchus Marsh Railway Station (Maddingley),-37.687517,144.436857,regional,268350,,,,,,,,,,,Bacchus Marsh,Maddingley,False
FY22-23,20291,Bairnsdale Railway Station (Bairnsdale),-37.828717,147.627615,regional,33050,,,,,,,,,,,Bairnsdale,Bairnsdale,False
FY22-23,20292,Ballan Railway Station (Ballan),-37.6043,144.225443,regional,65900,,,,,,,,,,,Ballan,Ballan,False
FY22-23,20293,Ballarat Railway Station (Ballarat Central),-37.55879,143.859452,regional,390300,,,,,,,,,,,Ballarat,Ballarat Central,False
FY22-23,20294,Beaufort Railway Station (Beaufort),-37.427875,143.382233,regional,6000,,,,,,,,,,,Beaufort,Beaufort,False
FY22-23,20295,Benalla Railway Station (Benalla),-36.544549,145.983914,regional,19100,,,,,,,,,,,Benalla,Benalla,False
FY22-23,20296,Bendigo Railway Station (Bendigo),-36.765673,144.283012,regional,295850,,,,,,,,,,,Bendigo,Bendigo,False
FY22-23,20297,Birregurra Railway Station (Birregurra),-38.328807,143.78362,regional,2100,,,,,,,,,,,Birregurra,Birregurra,False
FY22-23,20298,Broadford Railway Station (Broadford),-37.207202,145.043009,regional,39450,,,,,,,,,,,Broadford,Broadford,False
FY22-23,20299,Bunyip Railway Station (Bunyip),-38.09911,145.720762,regional,9950,,,,,,,,,,,Bunyip,Bunyip,False
FY22-23,20300,Camperdown Railway Station (Camperdown),-38.2289,143.150932,regional,9600,,,,,,,,,,,Camperdown,Camperdown,False
FY22-23,20301,Castlemaine Railway Station (Castlemaine),-37.062836,144.213801,regional,151750,,,,,,,,,,,Castlemaine,Castlemaine,False
FY22-23,20302,Chiltern Railway Station (Chiltern),-36.155634,146.61138,regional,2600,,,,,,,,,,,Chiltern,Chiltern,False
FY22-23,20303,Clarkefield Railway Station (Clarkefield),-37.483497,144.745368,regional,23200,,,,,,,,,,,Clarkefield,Clarkefield,False
FY22-23,20304,Colac Railway Station (Colac),-38.343378,143.586658,regional,19000,,,,,,,,,,,Colac,Colac,False
FY22-23,20305,Corio Railway Station (Corio),-38.072835,144.37977,regional,23050,,,,,,,,,,,Corio,Corio,False
FY22-23,20306,Dingee Railway Station (Dingee),-36.369235,144.23112,regional,300,,,,,,,,,,,Dingee,Dingee,False
FY22-23,20307,Donnybrook Railway Station (Donnybrook),-37.542571,144.96955,regional,84050,,,,,,,,,,,Donnybrook,Donnybrook,False
FY22-23,20308,Drouin Railway Station (Drouin),-38.136453,145.855943,regional,75300,,,,,,,,,,,Drouin,Drouin,False
FY22-23,20309,Eaglehawk Railway Station (Eaglehawk),-36.718528,144.248382,regional,1750,,,,,,,,,,,Eaglehawk,Eaglehawk,False
FY22-23,20310,Echuca Railway Station (Echuca),-36.130985,144.753463,regional,9900,,,,,,,,,,,Echuca,Echuca,False
FY22-23,20311,Elmore Railway Station (Elmore),-36.495017,144.607753,regional,800,,,,,,,,,,,Elmore,Elmore,False
FY22-23,20312,Euroa Railway Station (Euroa),-36.749135,145.568086,regional,4250,,,,,,,,,,,Euroa,Euroa,False
FY22-23,20313,Garfield Railway Station (Garfield),-38.09103,145.67422,regional,18150,,,,,,,,,,,Garfield,Garfield,False
FY22-23,20314,Geelong Railway Station (Geelong),-38.144241,144.354992,regional,675600,,,,,,,,,,,Geelong,Geelong,False
FY22-23,20315,Gisborne Railway Station (New Gisborne),-37.458825,144.598718,regional,100250,,,,,,,,,,,Gisborne,New Gisborne,False
FY22-23,20316,Heathcote Junction Railway Station (Heathcote Junction),-37.371709,145.028202,regional,5800,,,,,,,,,,,Heathcote Junction,Heathcote Junction,False
FY22-23,20317,Kangaroo Flat Railway Station (Kangaroo Flat),-36.794838,144.248993,regional,46550,,,,,,,,,,,Kangaroo Flat,Kangaroo Flat,False
FY22-23,20318,Kerang Railway Station (Kerang),-35.733123,143.92443,regional,5100,,,,,,,,,,,Kerang,Kerang,False
FY22-23,20319,Kilmore East Railway Station (Kilmore East),-37.293208,144.983565,regional,40300,,,,,,,,,,,Kilmore East,Kilmore East,False
FY22-23,20320,Kyneton Railway Station (Kyneton),-37.258277,144.450602,regional,90350,,,,,,,,,,,Kyneton,Kyneton,False
FY22-23,20321,Lara Railway Station (Lara),-38.022428,144.414402,regional,272200,,,,,,,,,,,Lara,Lara,False
FY22-23,20323,Little River Railway Station (Little River),-37.962928,144.498485,regional,13350,,,,,,,,,,,Little River,Little River,False
FY22-23,20324,Longwarry Railway Station (Longwarry),-38.110992,145.76686,regional,11600,,,,,,,,,,,Longwarry,Longwarry,False
FY22-23,20325,Macedon Railway Station (Macedon),-37.423577,144.561397,regional,30750,,,,,,,,,,,Macedon,Macedon,False
FY22-23,20326,Malmsbury Railway Station (Malmsbury),-37.189744,144.375325,regional,13350,,,,,,,,,,,Malmsbury,Malmsbury,False
FY22-23,20327,Marshall Railway Station (Marshall),-38.19855,144.355055,regional,113100,,,,,,,,,,,Marshall,Marshall,False
FY22-23,20328,Moe Railway Station (Moe),-38.176907,146.260574,regional,81600,,,,,,,,,,,Moe,Moe,False
FY22-23,20329,Mooroopna Railway Station (Mooroopna),-36.399127,145.358217,regional,3350,,,,,,,,,,,Mooroopna,Mooroopna,False
FY22-23,20330,Morwell Railway Station (Morwell),-38.236723,146.396752,regional,75000,,,,,,,,,,,Morwell,Morwell,False
FY22-23,20331,Murchison East Railway Station (Murchison East),-36.61315,145.24064,regional,6000,,,,,,,,,,,Murchison East,Murchison East,False
FY22-23,20332,Nagambie Railway Station (Nagambie),-36.78546,145.160358,regional,3450,,,,,,,,,,,Nagambie,Nagambie,False
FY22-23,20333,Nar Nar Goon Railway Station (Nar Nar Goon),-38.08159,145.57167,regional,5300,,,,,,,,,,,Nar Nar Goon,Nar Nar Goon,False
FY22-23,20334,North Geelong Railway Station (North Geelong),-38.122836,144.352277,regional,235750,,,,,,,,,,,North Geelong,North Geelong,False
FY22-23,20335,North Shore Railway Station (North Shore),-38.098373,144.365323,regional,60550,,,,,,,,,,,North Shore,North Shore,False
FY22-23,20336,Pyramid Railway Station (Pyramid Hill),-36.053113,144.11313,regional,1800,,,,,,,,,,,Pyramid,Pyramid Hill,False
FY22-23,20337,Riddells Creek Railway Station (Riddells Creek),-37.465127,144.679828,regional,54200,,,,,,,,,,,Riddells Creek,Riddells Creek,False
FY22-23,20338,Rochester Railway Station (Rochester),-36.362363,144.698683,regional,2250,,,,,,,,,,,Rochester,Rochester,False
FY22-23,20339,Rosedale Railway Station (Rosedale),-38.156403,146.786965,regional,1700,,,,,,,,,,,Rosedale,Rosedale,False
FY22-23,20341,Sale Railway Station (Sale),-38.103105,147.054802,regional,19050,,,,,,,,,,,Sale,Sale,False
FY22-23,20342,Seymour Railway Station (Seymour),-37.024725,145.137733,regional,98600,,,,,,,,,,,Seymour,Seymour,False
FY22-23,20343,Shepparton Railway Station (Shepparton),-36.383795,145.4065,regional,52200,,,,,,,,,,,Shepparton,Shepparton,False
FY22-23,20344,South Geelong Railway Station (South Geelong),-38.15866,144.358987,regional,267600,,,,,,,,,,,South Geelong,South Geelong,False
FY22-23,20345,Springhurst Railway Station (Springhurst),-36.185894,146.470421,regional,1100,,,,,,,,,,,Springhurst,Springhurst,False
FY22-23,20346,Stratford Railway Station (Stratford),-37.967047,147.081468,regional,2900,,,,,,,,,,,Stratford,Stratford,False
FY22-23,20347,Swan Hill Railway Station (Swan Hill),-35.341113,143.562347,regional,27750,,,,,,,,,,,Swan Hill,Swan Hill,False
FY22-23,20348,Tallarook Railway Station (Tallarook),-37.092332,145.103002,regional,4800,,,,,,,,,,,Tallarook,Tallarook,False
FY22-23,20349,Terang Railway Station (Terang),-38.236215,142.911467,regional,6100,,,,,,,,,,,Terang,Terang,False
