fin_year,stop_id,stop_name,stop_lat,stop_long,network,pax_annual,pax_weekday,pax_norm_weekday,pax_sch_hol_weekday,pax_saturday,pax_sunday,pax_pre_am_peak,pax_am_peak,pax_interpeak,pax_pm_peak,pax_pm_late,stop_name_clean,stop_name_suffix,is_border_nsw
FY24-25,19828,Crib Point,-38.36612338,145.2040433,metro,7900,50,50,50,50,50,50,50,50,50,50,Crib Point,,False
FY24-25,19829,Morradoo,-38.35403334,145.1896025,metro,3400,50,50,50,50,50,50,50,50,50,50,Morradoo,,False
FY24-25,19830,Bittern,-38.33739032,145.1780265,metro,8800,50,50,50,50,50,50,50,50,50,50,Bittern,,False
FY24-25,19831,Hastings,-38.30565853,145.1859799,metro,10850,50,50,50,50,50,50,50,50,50,50,Hastings,,False
FY24-25,19832,Tyabb,-38.259815,145.1864007,metro,4050,50,50,50,50,50,50,50,50,50,50,Tyabb,,False
FY24-25,19833,Somerville,-38.22534196,145.1762449,metro,8050,50,50,50,50,50,50,50,50,50,50,Somerville,,False
FY24-25,19834,Baxter,-38.19404306,145.1605261,metro,2500,50,50,50,50,50,50,50,50,50,50,Baxter,,False
FY24-25,19835,Glen Iris,-37.85930842,145.0582249,metro,261300,850,900,600,550,350,50,400,150,250,50,Glen Iris,,False
FY24-25,19836,Leawarra,-38.152034,145.139534,metro,5500,50,50,50,50,50,50,50,50,50,50,Leawarra,,False
FY24-25,19837,Darling,-37.86895684,145.0629508,metro,262650,800,850,650,550,400,50,500,150,150,50,Darling,,False
FY24-25,19838,East Malvern,-37.87693002,145.069393,metro,333800,1050,1050,850,750,550,50,600,200,150,50,East Malvern,,False
FY24-25,19839,Holmesglen,-37.87440222,145.090662,metro,383100,1200,1250,900,850,650,50,450,350,350,50,Holmesglen,,False
FY24-25,19840,Jordanville,-37.87360339,145.1120902,metro,388950,1250,1300,1000,750,550,100,750,250,200,50,Jordanville,,False
FY24-25,19841,Flagstaff,-37.81198131,144.9556538,metro,3445200,12350,13100,9500,2900,2200,150,850,2550,8450,1150,Flagstaff,,False
FY24-25,19842,Melbourne Central,-37.80993877,144.9625935,metro,11876900,38300,39700,33000,20650,17250,300,1650,9500,21750,6550,Melbourne Central,,False
FY24-25,19843,Parliament,-37.81105406,144.9729109,metro,6344650,22350,23550,17950,6450,4750,150,850,3950,16000,2600,Parliament,,False
FY24-25,19844,Belgrave,-37.9091021,145.3552913,metro,283100,850,900,750,650,450,100,300,200,250,50,Belgrave,,False
FY24-25,19845,Tecoma,-37.90811849,145.3429946,metro,47250,150,150,150,100,50,50,100,50,50,50,Tecoma,,False
FY24-25,19846,Upwey,-37.90369097,145.3313334,metro,97850,300,350,250,200,150,50,150,50,50,50,Upwey,,False
FY24-25,19847,Alamein,-37.86832039,145.0796557,metro,96200,300,350,250,150,100,50,200,50,50,50,Alamein,,False
FY24-25,19848,Ashburton,-37.86196753,145.0813438,metro,201950,700,700,600,300,200,50,400,150,100,50,Ashburton,,False
FY24-25,19849,Burwood,-37.85156328,145.0805111,metro,221250,750,800,600,250,200,50,500,150,100,50,Burwood,,False
FY24-25,19850,Hartwell,-37.84398457,145.0755596,metro,138050,450,500,400,200,150,50,300,100,100,50,Hartwell,,False
FY24-25,19851,Willison,-37.83571565,145.0702976,metro,73100,250,250,200,100,50,50,150,50,50,50,Willison,,False
FY24-25,19852,Riversdale,-37.83150543,145.069646,metro,144000,550,600,300,100,50,50,300,100,200,50,Riversdale,,False
FY24-25,19853,Camberwell,-37.82656714,145.0586972,metro,1260400,3950,4100,3500,2350,2200,150,1100,850,1650,300,Camberwell,,False
FY24-25,19854,Flinders Street,-37.81830513,144.9669643,metro,19633300,60900,61800,57400,43150,31350,1100,3600,12600,33650,10900,Flinders Street,,False
FY24-25,19855,Frankston,-38.14299007,145.1261623,metro,1035450,3050,2950,3350,2750,1900,450,750,850,700,150,Frankston,,False
FY24-25,19856,Kananook,-38.12174203,145.1352953,metro,173050,550,550,550,350,200,100,250,100,100,50,Kananook,,False
FY24-25,19857,Seaford,-38.10402104,145.1282304,metro,320500,1000,1000,1000,700,500,200,450,200,150,50,Seaford,,False
FY24-25,19858,Carrum,-38.07489292,145.1224183,metro,343700,1050,1050,950,850,550,150,450,250,150,50,Carrum,,False
FY24-25,19859,Bonbeach,-38.06294478,145.1196804,metro,141600,450,450,400,300,200,50,250,100,50,50,Bonbeach,,False
FY24-25,19860,Chelsea,-38.05195538,145.1160413,metro,352250,1100,1100,1000,800,550,100,500,250,200,50,Chelsea,,False
FY24-25,19861,Edithvale,-38.03805602,145.1085355,metro,201450,650,650,600,450,300,50,350,150,100,50,Edithvale,,False
FY24-25,19862,Aspendale,-38.02722019,145.1021496,metro,169500,550,550,450,350,250,50,300,100,100,50,Aspendale,,False
FY24-25,19863,Mordialloc,-38.00658295,145.0876594,metro,529850,1600,1600,1600,1300,850,100,650,350,400,100,Mordialloc,,False
FY24-25,19864,Parkdale,-37.99307882,145.0763268,metro,268050,850,900,600,550,350,50,400,200,250,50,Parkdale,,False
FY24-25,19865,Mentone,-37.9818654,145.0651659,metro,583650,1900,2050,1500,1000,650,100,650,450,800,100,Mentone,,False
FY24-25,19866,Cheltenham,-37.96664989,145.0545579,metro,717500,2200,2300,1800,1700,1100,200,1150,450,450,100,Cheltenham,,False
FY24-25,19867,Upper Ferntree Gully,-37.8926717,145.3075302,metro,180450,550,600,500,350,300,100,250,100,100,50,Upper Ferntree Gully,,False
FY24-25,19868,Ferntree Gully,-37.88169799,145.2952513,metro,337700,1150,1200,950,500,350,150,650,200,150,50,Ferntree Gully,,False
FY24-25,19869,Boronia,-37.8604518,145.2843851,metro,462850,1500,1600,1300,800,550,200,800,350,200,50,Boronia,,False
FY24-25,19870,Bayswater,-37.84173004,145.2681364,metro,446150,1450,1500,1300,800,550,150,700,300,300,50,Bayswater,,False
FY24-25,19871,Heathmont,-37.82832227,145.2445554,metro,199600,700,700,550,250,200,50,400,100,100,50,Heathmont,,False
FY24-25,19872,Highett,-37.948425,145.0418718,metro,410950,1250,1300,1100,1000,650,100,600,300,250,50,Highett,,False
FY24-25,19873,Glen Waverley,-37.87950407,145.1620575,metro,1209700,3650,3850,2950,2900,2150,250,1600,900,800,250,Glen Waverley,,False
FY24-25,19874,Syndal,-37.87622963,145.1497805,metro,698100,2200,2350,1700,1400,1050,250,1250,350,350,50,Syndal,,False
FY24-25,19875,Mount Waverley,-37.87525526,145.1280557,metro,658250,2100,2250,1550,1300,950,150,1050,450,500,100,Mount Waverley,,False
FY24-25,19876,Lilydale,-37.75551777,145.3477102,metro,512300,1600,1700,1350,1050,800,200,600,400,400,50,Lilydale,,False
FY24-25,19877,Mooroolbark,-37.78474883,145.3124024,metro,569250,1900,2000,1500,950,600,400,1000,350,250,50,Mooroolbark,,False
FY24-25,19878,Croydon,-37.79543697,145.2805978,metro,447350,1500,1550,1150,750,500,150,700,350,300,50,Croydon,,False
FY24-25,19879,Ringwood East,-37.81196804,145.2501909,metro,268800,900,1000,650,400,250,100,500,200,150,50,Ringwood East,,False
FY24-25,19880,Pakenham,-38.08061397,145.4863791,metro,495750,1550,1600,1400,1000,750,350,500,450,300,50,Pakenham,,False
FY24-25,19881,Officer,-38.06614572,145.4109872,metro,208600,700,750,550,250,200,150,350,150,100,50,Officer,,False
FY24-25,19882,Beaconsfield,-38.05083135,145.3660737,metro,199950,700,750,500,250,150,150,350,100,100,50,Beaconsfield,,False
FY24-25,19883,Berwick,-38.04040829,145.3457261,metro,1008200,3450,3700,2600,1300,900,700,1600,750,600,100,Berwick,,False
FY24-25,19884,Narre Warren,-38.02780932,145.3039694,metro,522200,1700,1800,1400,900,650,250,750,400,300,100,Narre Warren,,False
FY24-25,19885,Hallam,-38.01774038,145.2697768,metro,521500,1750,1850,1400,750,500,300,850,350,300,50,Hallam,,False
FY24-25,19886,Cranbourne,-38.09953731,145.280599,metro,1054250,3500,3650,2900,1650,1250,800,1600,800,400,100,Cranbourne,,False
FY24-25,19887,Merinda Park,-38.07900048,145.2635114,metro,577750,1950,2050,1600,750,550,400,1000,400,200,50,Merinda Park,,False
FY24-25,19888,Dandenong,-37.98996792,145.2097254,metro,1970750,6300,6500,5450,3750,2800,450,1350,1700,2400,600,Dandenong,,False
FY24-25,19889,Yarraman,-37.97825454,145.1916003,metro,272450,900,900,750,450,400,100,350,250,200,50,Yarraman,,False
FY24-25,19890,Noble Park,-37.96723193,145.1769357,metro,993800,3200,3350,2600,1800,1400,350,1100,850,850,150,Noble Park,,False
FY24-25,19891,Sandown Park,-37.95650457,145.1628259,metro,458700,1550,1650,1200,650,500,150,950,350,150,50,Sandown Park,,False
FY24-25,19892,East Camberwell,-37.82589419,145.0681902,metro,185950,600,700,350,300,200,50,250,150,250,50,East Camberwell,,False
FY24-25,19893,Canterbury,-37.82448518,145.0812242,metro,268450,850,900,650,500,400,50,400,200,250,50,Canterbury,,False
FY24-25,19894,Chatham,-37.82429952,145.0886479,metro,183300,600,600,500,350,250,50,300,150,150,50,Chatham,,False
FY24-25,19897,Laburnum,-37.82078023,145.1407027,metro,316900,1000,1100,750,600,450,50,550,200,250,50,Laburnum,,False
FY24-25,19898,Blackburn,-37.82007075,145.1500135,metro,1206950,3750,3950,3100,2600,1950,250,1850,800,900,150,Blackburn,,False
FY24-25,19899,Nunawading,-37.82060317,145.1748917,metro,758050,2500,2600,2150,1250,950,200,1250,500,550,100,Nunawading,,False
FY24-25,19900,Mitcham,-37.81800987,145.1919735,metro,925550,3050,3200,2550,1550,1050,350,1600,600,600,100,Mitcham,,False
FY24-25,19901,Heatherdale,-37.81889537,145.2127872,metro,448700,1500,1600,1250,650,450,200,900,250,250,50,Heatherdale,,False
FY24-25,19902,Ringwood,-37.81588648,145.2289685,metro,1514250,4650,4700,4500,3350,2450,350,1300,1250,1500,350,Ringwood,,False
FY24-25,19903,Auburn,-37.82239831,145.0458437,metro,650000,2050,2150,1700,1300,950,100,950,450,600,100,Auburn,,False
FY24-25,19904,Glenferrie,-37.82146682,145.0364388,metro,1978650,6800,7300,4900,2500,1900,100,1050,2000,3450,650,Glenferrie,,False
FY24-25,19905,Hawthorn,-37.82182601,145.0228987,metro,531400,1750,1850,1400,850,650,50,700,350,700,50,Hawthorn,,False
FY24-25,19906,Burnley,-37.82756022,145.0075551,metro,881250,2950,3100,2400,1450,900,50,700,500,1650,150,Burnley,,False
FY24-25,19907,East Richmond,-37.82639995,144.9970657,metro,575900,2050,2200,1600,600,300,50,300,300,1450,150,East Richmond,,False
FY24-25,19908,Richmond,-37.82407446,144.9901643,metro,3712750,9850,9600,10700,13000,8850,150,900,1350,4400,2800,Richmond,,False
FY24-25,19909,Heyington,-37.83467244,145.0226353,metro,189500,650,800,250,200,100,50,150,150,450,50,Heyington,,False
FY24-25,19910,Kooyong,-37.83992894,145.0335516,metro,233000,750,800,500,450,350,50,250,200,300,50,Kooyong,,False
FY24-25,19911,Tooronga,-37.84936553,145.0417337,metro,453150,1500,1550,1100,800,550,50,650,250,550,50,Tooronga,,False
FY24-25,19912,Gardiner,-37.85327908,145.0516547,metro,399400,1200,1250,1000,1050,750,50,650,250,250,50,Gardiner,,False
FY24-25,19913,Springvale,-37.94950878,145.1534518,metro,1429400,4300,4500,3750,3300,2650,300,1200,1300,1350,350,Springvale,,False
FY24-25,19914,Westall,-37.93849121,145.1388326,metro,634250,1950,1950,1900,1450,1050,150,750,450,500,100,Westall,,False
FY24-25,19915,Clayton,-37.92468255,145.1205344,metro,1514000,4750,4950,4050,3050,2350,350,1350,1300,1500,450,Clayton,,False
FY24-25,19916,Huntingdale,-37.91101734,145.1023643,metro,1590050,5650,6200,3650,1500,1050,200,1400,1500,2550,550,Huntingdale,,False
FY24-25,19917,Oakleigh,-37.90037214,145.0883079,metro,1624200,5150,5400,4350,3150,2250,250,1500,1300,1950,400,Oakleigh,,False
FY24-25,19918,Hughesdale,-37.89488129,145.0776351,metro,555350,1800,1900,1400,1050,750,100,800,400,450,100,Hughesdale,,False
FY24-25,19919,Murrumbeena,-37.89019832,145.0673749,metro,712400,2350,2500,1900,1200,850,150,1300,500,400,100,Murrumbeena,,False
FY24-25,19920,Carnegie,-37.88624148,145.0585751,metro,1015400,3250,3400,2650,2000,1450,150,1450,800,700,250,Carnegie,,False
FY24-25,19921,Werribee,-37.89937805,144.661118,metro,1049600,3550,3650,3050,1450,1100,600,1650,850,500,100,Werribee,,False
FY24-25,19922,Hoppers Crossing,-37.88327618,144.7009549,metro,925850,3150,3300,2550,1250,900,500,1500,700,600,50,Hoppers Crossing,,False
FY24-25,19923,Laverton,-37.86369404,144.7726167,metro,892250,3000,3100,2650,1250,900,350,1600,650,450,50,Laverton,,False
FY24-25,19924,Aircraft,-37.86660595,144.7608094,metro,248850,800,850,700,450,300,150,350,150,150,50,Aircraft,,False
FY24-25,19925,Westona,-37.86516348,144.8134936,metro,229400,750,800,550,400,250,100,300,150,250,50,Westona,,False
FY24-25,19926,Altona,-37.8671476,144.8296447,metro,263300,800,800,750,650,500,50,300,200,200,50,Altona,,False
FY24-25,19927,Seaholme,-37.86784231,144.8409577,metro,93100,300,300,250,200,150,50,150,50,50,50,Seaholme,,False
FY24-25,19928,Westgarth,-37.7806207,144.9992332,metro,201950,650,650,550,450,300,50,300,150,150,50,Westgarth,,False
FY24-25,19929,Dennis,-37.77918729,145.0082416,metro,260800,850,900,700,450,300,50,550,150,150,50,Dennis,,False
FY24-25,19930,Fairfield,-37.77917126,145.0169053,metro,437700,1350,1400,1200,900,650,50,700,300,300,50,Fairfield,,False
FY24-25,19931,Alphington,-37.77839363,145.0312549,metro,249100,800,850,650,450,300,50,450,150,200,50,Alphington,,False
FY24-25,19932,Darebin,-37.77496341,145.038476,metro,112450,350,400,250,200,150,50,200,100,100,50,Darebin,,False
FY24-25,19933,Ivanhoe,-37.76889674,145.0454252,metro,617600,2000,2150,1550,1150,750,200,1000,350,500,50,Ivanhoe,,False
FY24-25,19934,Eaglemont,-37.76358553,145.0539427,metro,126500,400,450,300,250,150,50,250,100,50,50,Eaglemont,,False
FY24-25,19935,Heidelberg,-37.75707293,145.0606855,metro,822300,2700,3000,1650,1350,950,200,1200,600,900,100,Heidelberg,,False
FY24-25,19936,Rosanna,-37.7428786,145.0661403,metro,432900,1400,1350,1550,750,500,150,750,250,150,50,Rosanna,,False
FY24-25,19937,Moorabbin,-37.93435329,145.0367383,metro,520000,1650,1700,1350,1100,750,100,600,450,500,100,Moorabbin,,False
FY24-25,19938,Patterson,-37.92514919,145.03547,metro,287550,900,1000,700,550,400,50,500,200,200,50,Patterson,,False
FY24-25,19939,Bentleigh,-37.91742457,145.0369951,metro,586000,1750,1800,1650,1450,1100,100,700,500,450,100,Bentleigh,,False
FY24-25,19940,McKinnon,-37.91030903,145.038299,metro,369950,1150,1200,1000,800,600,50,600,250,200,50,McKinnon,,False
FY24-25,19941,Ormond,-37.90321167,145.0396134,metro,539450,1650,1700,1450,1250,900,100,800,400,350,50,Ormond,,False
FY24-25,19942,Glenhuntly,-37.88971946,145.0422229,metro,641550,1950,2000,1750,1450,1100,100,850,500,450,100,Glenhuntly,,False
FY24-25,19943,Caulfield,-37.87745946,145.0425248,metro,3205100,9600,9950,8250,8250,5600,250,2350,2500,3600,1200,Caulfield,,False
FY24-25,19944,Malvern,-37.8662533,145.0292939,metro,703650,2200,2300,1900,1500,1100,50,650,600,800,150,Malvern,,False
FY24-25,19945,Armadale,-37.85645238,145.0193255,metro,469600,1500,1550,1250,950,650,50,650,350,500,50,Armadale,,False
FY24-25,19946,Toorak,-37.85077381,145.0139086,metro,417900,1350,1450,1050,750,550,50,600,300,450,50,Toorak,,False
FY24-25,19947,Hawksburn,-37.84459087,145.0021421,metro,447000,1400,1450,1250,950,700,50,650,300,350,50,Hawksburn,,False
FY24-25,19948,Sandringham,-37.95033018,145.0045614,metro,710850,2100,2150,2000,1900,1250,150,950,450,450,100,Sandringham,,False
FY24-25,19949,Hampton,-37.93797681,145.0014706,metro,482700,1500,1550,1350,1100,700,100,750,350,300,100,Hampton,,False
FY24-25,19950,Brighton Beach,-37.92648432,144.9891536,metro,332650,1000,1000,950,850,650,50,450,250,200,50,Brighton Beach,,False
FY24-25,19951,Middle Brighton,-37.91513441,144.9962991,metro,512250,1550,1550,1450,1250,850,50,550,400,450,100,Middle Brighton,,False
FY24-25,19952,North Brighton,-37.90488721,145.002605,metro,502000,1600,1650,1400,1050,700,50,750,350,400,100,North Brighton,,False
FY24-25,19953,Gardenvale,-37.89669508,145.0041684,metro,380050,1200,1250,1000,800,500,50,600,250,350,50,Gardenvale,,False
FY24-25,19954,Elsternwick,-37.88475311,145.0008979,metro,763550,2400,2500,2150,1600,1100,100,1150,500,600,150,Elsternwick,,False
FY24-25,19955,Ripponlea,-37.87590643,144.9952366,metro,465900,1500,1550,1300,900,650,50,800,300,300,50,Ripponlea,,False
FY24-25,19956,Balaclava,-37.86948773,144.9935121,metro,752350,2400,2450,2200,1500,1100,100,1100,500,600,150,Balaclava,,False
FY24-25,19957,Windsor,-37.85605308,144.9920352,metro,586800,1900,1950,1550,1150,750,100,750,350,650,200,Windsor,,False
FY24-25,19958,Prahran,-37.84951848,144.9898599,metro,879500,2800,2900,2450,1700,1150,100,800,600,1200,250,Prahran,,False
FY24-25,19959,South Yarra,-37.83844935,144.9923422,metro,3199050,10350,10950,8150,5900,4100,300,2600,2500,4600,950,South Yarra,,False
FY24-25,19960,Upfield,-37.66607779,144.9467399,metro,264250,850,850,750,500,400,50,250,250,300,50,Upfield,,False
FY24-25,19961,Gowrie,-37.700678,144.9588743,metro,232350,700,750,650,500,350,50,300,200,150,50,Gowrie,,False
FY24-25,19962,Fawkner,-37.71462129,144.960545,metro,146600,450,500,400,300,200,50,250,100,100,50,Fawkner,,False
FY24-25,19963,Merlynston,-37.72093389,144.9613135,metro,284100,900,950,800,600,400,100,500,200,150,50,Merlynston,,False
FY24-25,19964,Batman,-37.73352285,144.9628406,metro,228750,700,750,650,500,350,50,350,150,150,50,Batman,,False
FY24-25,19965,Coburg,-37.74234502,144.9633363,metro,511300,1550,1600,1400,1150,850,100,650,400,350,50,Coburg,,False
FY24-25,19966,Moreland,-37.75448484,144.961823,metro,273050,850,900,750,600,450,50,400,200,200,50,Moreland,,False
FY24-25,19967,Anstey,-37.76124203,144.960684,metro,365100,1100,1150,1000,850,600,100,550,250,200,50,Anstey,,False
FY24-25,19968,Brunswick,-37.76772055,144.9595865,metro,350600,1050,1100,900,850,600,50,300,300,400,100,Brunswick,,True
FY24-25,19969,Jewell,-37.77498702,144.9587169,metro,395350,1200,1250,1050,950,700,50,350,300,400,100,Jewell,,False
FY24-25,19970,Royal Park,-37.78119293,144.9523013,metro,291800,900,850,1050,650,500,50,150,300,400,50,Royal Park,,False
FY24-25,19971,Flemington Bridge,-37.78813995,144.9393233,metro,273600,850,900,700,550,400,50,250,250,300,50,Flemington Bridge,,False
FY24-25,19972,Macaulay,-37.79426673,144.9361663,metro,303550,950,1000,800,600,550,50,200,350,350,50,Macaulay,,False
FY24-25,19973,North Melbourne,-37.80630984,144.9415102,metro,1394050,3950,3900,4150,4100,3050,150,600,800,1850,450,North Melbourne,,False
FY24-25,19974,Clifton Hill,-37.78865745,144.9954167,metro,719300,2100,2150,1950,1950,1400,100,800,500,600,150,Clifton Hill,,False
FY24-25,19975,Victoria Park,-37.79915782,144.9944514,metro,659700,2100,2200,1800,1300,950,50,600,400,950,200,Victoria Park,,False
FY24-25,19976,Collingwood,-37.80452593,144.9937497,metro,487500,1600,1650,1350,850,550,50,300,300,950,150,Collingwood,,False
FY24-25,19977,North Richmond,-37.81039836,144.9925003,metro,608300,1950,2000,1650,1150,850,50,350,450,1000,150,North Richmond,,False
FY24-25,19978,West Richmond,-37.81494896,144.9914228,metro,407750,1350,1400,1150,750,500,50,300,300,650,150,West Richmond,,False
FY24-25,19979,Jolimont,-37.81652702,144.9840983,metro,1060400,2500,2350,2950,4400,3200,50,150,350,1100,750,Jolimont,,False
FY24-25,19983,Macleod,-37.7260123,145.0691433,metro,314850,1000,1000,1100,550,400,100,500,200,200,50,Macleod,,False
FY24-25,19984,Watsonia,-37.71095798,145.0837934,metro,315600,1050,1000,1100,550,350,100,600,150,150,50,Watsonia,,False
FY24-25,19985,Greensborough,-37.70395408,145.1082474,metro,378250,1200,1150,1350,800,550,150,500,250,200,50,Greensborough,,False
FY24-25,19986,Montmorency,-37.71529624,145.1215157,metro,175700,550,550,600,350,200,50,300,100,50,50,Montmorency,,False
FY24-25,19987,Eltham,-37.71354967,145.147822,metro,344100,1100,1100,1150,650,450,150,500,200,250,50,Eltham,,False
FY24-25,19988,Diamond Creek,-37.67329744,145.1585062,metro,114700,350,400,350,200,150,50,200,50,50,50,Diamond Creek,,False
FY24-25,19989,Wattle Glen,-37.66396792,145.1816145,metro,27200,100,100,100,50,50,50,50,50,50,50,Wattle Glen,,False
FY24-25,19990,Hurstbridge,-37.63939817,145.1920169,metro,75700,250,250,200,150,150,50,100,50,50,50,Hurstbridge,,False
FY24-25,19991,Williamstown,-37.86775292,144.9053233,metro,149500,450,450,450,400,300,50,150,150,100,50,Williamstown,,False
FY24-25,19992,Williamstown Beach,-37.86398189,144.8944837,metro,166350,500,500,450,350,300,50,200,150,150,50,Williamstown Beach,,False
FY24-25,19993,North Williamstown,-37.85733348,144.8890695,metro,271600,900,900,750,500,350,50,450,200,150,50,North Williamstown,,False
